# Black: GNU Go
# BlackCommand: gnugo --mode gtp
# BlackLabel: GNU Go
# BlackVersion: 3.8
# Date: December 4, 2011 2:31:01 AM PST
# Host: dleary-macbook
# Komi: 6.5
# Referee: -
# Size: 9
# White: cy-kill
# WhiteCommand: /Users/dleary/dev/cy-kill/cy-kill "seed_rng 42"
# WhiteLabel: cy-kill
# WhiteVersion: 0.1
# Xml: 0
#
#GAME	RES_B	RES_W	RES_R	ALT	DUP	LEN	TIME_B	TIME_W	CPU_B	CPU_W	ERR	ERR_MSG
374	B+76.5	?	?	0	-	74	19.4	8.2	19.3	0	0	
375	B+85.5	?	?	1	-	64	35.3	7.5	35.2	0	0	
376	B+79.5	?	?	0	-	80	6.9	8.5	6.9	0	0	
377	B+87.5	?	?	1	-	56	14.4	6.7	14.5	0	0	
378	B+83.5	?	?	0	-	88	8	9.1	8	0	0	
379	B+87.5	?	?	1	-	60	13.1	7.1	13.1	0	0	
380	B+73.5	?	?	0	-	71	28.5	7.9	28.4	0	0	
381	B+86.5	?	?	1	-	74	10.1	8.2	10.1	0	0	
382	B+73.5	?	?	0	-	51	26.5	6.1	27	0	0	
383	B+87.5	?	?	1	-	66	30.3	7.6	30.3	0	0	
384	B+89.5	?	?	0	-	102	16.2	10.3	16.1	0	0	
385	B+87.5	?	?	1	-	72	18.6	8.2	18.6	0	0	
386	B+84.5	?	?	0	-	94	30.4	9.7	30.2	0	0	
387	B+86.5	?	?	1	-	68	23.8	7.7	23.8	0	0	
388	B+70.5	?	?	0	-	79	15.1	8.8	15.1	0	0	
389	B+86.5	?	?	1	-	64	17.3	7.4	17.4	0	0	
390	B+72.5	?	?	0	-	59	22.7	7	22.8	0	0	
391	B+87.5	?	?	1	-	40	15.7	5.1	16.7	0	0	
392	B+73.5	?	?	0	-	55	27.3	6.4	30.1	0	0	
393	B+87.5	?	?	1	-	70	15.9	8	15.9	0	0	
394	B+73.5	?	?	0	-	69	11.2	7.6	11.3	0	0	
395	B+86.5	?	?	1	-	66	22.5	7.6	22.5	0	0	
396	B+76.5	?	?	0	-	76	19.9	8.4	19.8	0	0	
397	B+87.5	?	?	1	-	64	36.9	7.3	36.9	0	0	
398	B+73.5	?	?	0	-	67	25.6	7.6	25.7	0	0	
399	B+86.5	?	?	1	-	70	17.9	7.8	17.9	0	0	
400	B+72.5	?	?	0	-	67	23.9	7.7	23.9	0	0	
401	B+87.5	?	?	1	-	66	47.1	7.7	46.9	0	0	
402	B+81.5	?	?	0	-	90	24.5	9.4	24.4	0	0	
403	B+87.5	?	?	1	-	70	29.4	7.7	29.4	0	0	
404	B+73.5	?	?	0	-	73	17.8	8	17.8	0	0	
405	B+86.5	?	?	1	-	68	33.8	7.7	33.7	0	0	
406	B+74.5	?	?	0	-	74	21.1	8.1	21	0	0	
407	B+87.5	?	?	1	-	66	41.3	7.6	41.2	0	0	
408	B+73.5	?	?	0	-	73	17.6	8	17.6	0	0	
409	B+86.5	?	?	1	-	50	41.1	6	44.9	0	0	
410	B+76.5	?	?	0	-	82	15.3	8.8	15.2	0	0	
411	B+87.5	?	?	1	-	64	30.4	7.4	30.7	0	0	
412	B+73.5	?	?	0	-	69	15.3	7.8	15.3	0	0	
413	B+87.5	?	?	1	-	66	26.7	7.7	26.6	0	0	
414	B+73.5	?	?	0	-	53	9.3	6.4	9.5	0	0	
415	B+87.5	?	?	1	-	50	24.8	6.1	25.4	0	0	
416	B+76.5	?	?	0	-	82	18.5	8.9	18.4	0	0	
417	B+86.5	?	?	1	-	62	31.2	7.2	31.1	0	0	
418	B+73.5	?	?	0	-	59	11	7	11.1	0	0	
419	B+87.5	?	?	1	-	64	28.1	7.4	28.1	0	0	
420	B+74.5	?	?	0	-	78	41.7	8.6	41.5	0	0	
421	B+87.5	?	?	1	-	58	16.9	6.9	17.1	0	0	
422	B+72.5	?	?	0	-	78	25.7	8.5	25.5	0	0	
423	B+87.5	?	?	1	-	70	24.3	7.9	24.5	0	0	
424	B+73.5	?	?	0	-	67	21.1	7.7	21.1	0	0	
425	B+87.5	?	?	1	-	74	18.6	8.4	18.6	0	0	
426	B+72.5	?	?	0	-	63	14.5	7.3	14.5	0	0	
427	B+87.5	?	?	1	-	66	17.3	7.4	17.3	0	0	
428	B+74.5	?	?	0	-	76	21.4	8.4	21.4	0	0	
429	B+85.5	?	?	1	-	74	28	8.3	28	0	0	
430	B+73.5	?	?	0	-	71	15.2	8.1	15.2	0	0	
431	B+87.5	?	?	1	-	64	17.3	7.5	17.4	0	0	
432	B+73.5	?	?	0	-	63	20.3	7.3	20.2	0	0	
433	B+87.5	?	?	1	-	70	44.9	7.8	44.7	0	0	
434	B+79.5	?	?	0	-	86	38.2	9	38	0	0	
435	B+87.5	?	?	1	-	70	8.2	7.7	8.4	0	0	
436	B+71.5	?	?	0	-	71	31.5	7.9	31.4	0	0	
437	B+87.5	?	?	1	-	66	15.3	7.5	15.3	0	0	
438	B+85.5	?	?	0	-	92	20	9.6	20	0	0	
439	B+86.5	?	?	1	-	62	17.9	7.4	17.9	0	0	
440	B+72.5	?	?	0	-	67	4.2	7.1	4.3	0	0	
441	B+86.5	?	?	1	-	70	11.1	7.8	11.1	0	0	
442	B+73.5	?	?	0	-	65	25.9	7.5	25.8	0	0	
443	B+86.5	?	?	1	-	72	12.6	8.1	12.6	0	0	
444	B+79.5	?	?	0	-	82	28.5	9.1	28.4	0	0	
445	B+87.5	?	?	1	-	48	30.7	5.8	31.3	0	0	
446	B+73.5	?	?	0	-	69	20.1	7.7	20	0	0	
447	B+86.5	?	?	1	-	58	16.9	6.9	17.1	0	0	
448	B+73.5	?	?	0	-	75	26.3	8.3	26.2	0	0	
449	B+87.5	?	?	1	-	72	19.9	8	19.8	0	0	
450	B+73.5	?	?	0	-	80	12.1	8.6	12.1	0	0	
451	B+87.5	?	?	1	-	64	25.5	7.5	25.6	0	0	
452	B+72.5	?	?	0	-	67	15.2	7.6	15.5	0	0	
453	B+87.5	?	?	1	-	60	11.5	7.2	11.7	0	0	
454	B+77.5	?	?	0	-	82	47.3	8.8	47.1	0	0	
455	B+87.5	?	?	1	-	70	24.2	7.9	24.2	0	0	
456	B+74.5	?	?	0	-	70	29	8	28.9	0	0	
457	B+87.5	?	?	1	-	76	14.9	8	14.8	0	0	
458	B+76.5	?	?	0	-	82	20.2	8.8	20.1	0	0	
459	B+87.5	?	?	1	-	64	20.9	7.4	20.9	0	0	
460	B+72.5	?	?	0	-	77	12.9	8.4	12.9	0	0	
461	B+87.5	?	?	1	-	64	31	7.3	31	0	0	
462	B+78.5	?	?	0	-	84	26.8	9	26.7	0	0	
463	B+87.5	?	?	1	-	64	21	7.4	21	0	0	
464	B+80.5	?	?	0	-	90	20.1	9.4	20	0	0	
465	B+86.5	?	?	1	-	72	10.7	8	10.7	0	0	
466	B+73.5	?	?	0	-	55	15.6	6.6	16.1	0	0	
467	B+87.5	?	?	1	-	64	19.5	7.2	19.5	0	0	
468	B+73.5	?	?	0	-	55	17.3	6.5	17.5	0	0	
469	B+87.5	?	?	1	-	62	8.8	7.3	9	0	0	
470	B+73.5	?	?	0	-	69	12.5	7.8	12.5	0	0	
471	B+87.5	?	?	1	-	56	21.3	6.7	21.5	0	0	
472	B+73.5	?	?	0	-	71	16.6	7.9	16.6	0	0	
473	B+87.5	?	?	1	-	64	13.6	7.4	13.8	0	0	
474	B+71.5	?	?	0	-	67	24.7	7.7	24.6	0	0	
475	B+87.5	?	?	1	-	66	19	7.6	19	0	0	
476	B+73.5	?	?	0	-	71	24.4	8	24.3	0	0	
477	B+86.5	?	?	1	-	60	10.4	6.8	10.5	0	0	
478	B+75.5	?	?	0	-	80	21.5	8.6	21.4	0	0	
479	B+87.5	?	?	1	-	52	14.6	6.4	15	0	0	
480	B+83.5	?	?	0	-	92	20.1	9.6	20	0	0	
481	B+85.5	?	?	1	-	64	15.4	7.4	15.6	0	0	
482	B+73.5	?	?	0	-	73	34	8.2	33.9	0	0	
483	B+87.5	?	?	1	-	58	13.1	6.8	13.6	0	0	
484	B+73.5	?	?	0	-	75	19.1	8.3	19.1	0	0	
485	B+87.5	?	?	1	-	62	26.7	7.2	26.8	0	0	
486	B+73.5	?	?	0	-	69	28	7.8	28	0	0	
487	B+87.5	?	?	1	-	62	12.1	7.3	12.1	0	0	
488	B+75.5	?	?	0	-	80	21.9	8.8	21.8	0	0	
489	B+87.5	?	?	1	-	74	19.6	8.2	19.6	0	0	
490	B+71.5	?	?	0	-	70	23.2	8.1	23	0	0	
491	B+87.5	?	?	1	-	62	33.1	7.4	33.1	0	0	
492	B+73.5	?	?	0	-	69	45	7.7	44.8	0	0	
493	B+86.5	?	?	1	-	58	16.9	7	17	0	0	
494	B+73.5	?	?	0	-	63	24.1	7.3	24	0	0	
495	B+87.5	?	?	1	-	64	22.3	7.4	22.3	0	0	
496	B+82.5	?	?	0	-	90	8.4	9.5	8.4	0	0	
497	B+87.5	?	?	1	-	68	18.8	7.7	18.8	0	0	
498	B+74.5	?	?	0	-	74	20.9	8	20.8	0	0	
499	B+87.5	?	?	1	-	72	15.4	7.8	15.5	0	0	
500	B+73.5	?	?	0	-	67	24	7.5	24.1	0	0	
501	B+87.5	?	?	1	-	70	19.5	7.8	19.5	0	0	
502	B+72.5	?	?	0	-	67	22	7.5	22	0	0	
503	B+87.5	?	?	1	-	64	11.1	7.5	11.3	0	0	
504	B+72.5	?	?	0	-	57	18.1	6.7	18.4	0	0	
505	B+87.5	?	?	1	-	66	14.9	7.6	14.9	0	0	
506	B+73.5	?	?	0	-	73	37.3	8	37.2	0	0	
507	B+86.5	?	?	1	-	60	25.8	7.1	25.9	0	0	
508	B+83.5	?	?	0	-	94	16.8	9.7	16.7	0	0	
509	B+87.5	?	?	1	-	62	18.4	7.2	18.4	0	0	
510	B+73.5	?	?	0	-	65	13.9	7.3	14	0	0	
511	B+87.5	?	?	1	-	70	17.7	7.9	17.7	0	0	
512	B+79.5	?	?	0	-	92	21	9.8	20.9	0	0	
513	B+87.5	?	?	1	-	66	14.9	7.6	15	0	0	
514	B+73.5	?	?	0	-	69	30.2	7.8	30.1	0	0	
515	B+86.5	?	?	1	-	60	16.6	7	16.7	0	0	
516	B+79.5	?	?	0	-	90	13.2	9.3	13.2	0	0	
517	B+86.5	?	?	1	-	68	12.8	7.7	12.8	0	0	
518	B+73.5	?	?	0	-	71	13.3	7.8	13.3	0	0	
519	B+87.5	?	?	1	-	68	22.7	7.8	22.6	0	0	
520	B+73.5	?	?	0	-	75	28.9	8.3	28.9	0	0	
521	B+85.5	?	?	1	-	72	12	8.3	12	0	0	
522	B+72.5	?	?	0	-	73	16	8.1	16	0	0	
523	B+87.5	?	?	1	-	64	26.1	7.5	26.1	0	0	
524	B+75.5	?	?	0	-	74	43.7	8.3	43.5	0	0	
525	B+87.5	?	?	1	-	64	34.7	7.4	34.8	0	0	
526	B+81.5	?	?	0	-	82	19.7	8.8	19.6	0	0	
527	B+86.5	?	?	1	-	62	13.5	7.1	13.5	0	0	
528	B+74.5	?	?	0	-	76	22.2	8.3	22	0	0	
529	B+86.5	?	?	1	-	66	30.2	7.7	30.2	0	0	
530	B+73.5	?	?	0	-	63	22.1	7.2	22.1	0	0	
531	B+86.5	?	?	1	-	68	22.8	7.8	22.8	0	0	
532	B+73.5	?	?	0	-	71	17.2	7.8	17.2	0	0	
533	B+87.5	?	?	1	-	66	27.6	7.5	27.6	0	0	
534	B+73.5	?	?	0	-	65	20.8	7.4	20.9	0	0	
535	B+87.5	?	?	1	-	72	19.6	8.1	19.6	0	0	
536	B+80.5	?	?	0	-	86	37.3	9.2	37.1	0	0	
537	B+87.5	?	?	1	-	64	25.6	7.5	25.5	0	0	
538	B+73.5	?	?	0	-	67	25.5	7.6	25.5	0	0	
539	B+87.5	?	?	1	-	72	12.9	8.1	12.9	0	0	
540	B+77.5	?	?	0	-	80	24.2	8.7	24.1	0	0	
541	B+87.5	?	?	1	-	64	29.2	7.5	29.2	0	0	
542	B+75.5	?	?	0	-	86	22.5	8.9	22.4	0	0	
543	B+87.5	?	?	1	-	68	12.7	7.8	12.8	0	0	
544	B+78.5	?	?	0	-	84	25.4	8.8	25.2	0	0	
545	B+85.5	?	?	1	-	72	13.7	8.1	13.7	0	0	
546	B+72.5	?	?	0	-	13	1.7	1.7	3.1	0	0	
547	B+87.5	?	?	1	-	66	33.4	7.7	33.5	0	0	
548	B+74.5	?	?	0	-	78	14.2	8.3	14.1	0	0	
549	B+86.5	?	?	1	-	70	27.7	7.8	27.6	0	0	
550	B+73.5	?	?	0	-	75	35.6	8.3	35.4	0	0	
551	B+87.5	?	?	1	-	60	21.9	7.1	22	0	0	
552	B+73.5	?	?	0	-	63	37.7	7.2	37.5	0	0	
553	B+86.5	?	?	1	-	68	24.7	7.8	24.6	0	0	
554	B+71.5	?	?	0	-	69	16.7	7.8	16.7	0	0	
555	B+87.5	?	?	1	-	64	44.7	7.4	44.6	0	0	
556	B+76.5	?	?	0	-	76	23.3	8.3	23.2	0	0	
557	B+87.5	?	?	1	-	60	16.5	7	16.5	0	0	
558	B+75.5	?	?	0	-	72	35.8	8.3	35.7	0	0	
559	B+87.5	?	?	1	-	74	23.1	8.2	23	0	0	
560	B+73.5	?	?	0	-	57	34.8	6.7	35	0	0	
561	B+86.5	?	?	1	-	68	17.8	7.7	17.8	0	0	
562	B+77.5	?	?	0	-	76	23.7	8.4	23.6	0	0	
563	B+87.5	?	?	1	-	70	15.4	7.8	15.4	0	0	
564	B+77.5	?	?	0	-	78	21	8.3	20.9	0	0	
565	B+87.5	?	?	1	-	64	12.7	7.4	12.8	0	0	
566	B+73.5	?	?	0	-	69	15.2	7.9	15.2	0	0	
567	B+87.5	?	?	1	-	70	21.5	8	21.5	0	0	
568	B+73.5	?	?	0	-	67	38.8	7.7	38.6	0	0	
569	B+86.5	?	?	1	-	64	20.3	7.4	20.4	0	0	
570	B+73.5	?	?	0	-	71	38.6	7.9	38.5	0	0	
571	B+87.5	?	?	1	-	66	11.3	7.5	11.4	0	0	
572	B+74.5	?	?	0	-	74	25.8	8.3	25.7	0	0	
573	B+87.5	?	?	1	-	68	14.7	7.8	14.8	0	0	
574	B+71.5	?	?	0	-	79	26.8	8.6	26.7	0	0	
575	B+87.5	?	?	1	-	70	13.7	7.8	13.8	0	0	
576	B+75.5	?	?	0	-	80	16.6	8.5	16.5	0	0	
577	B+86.5	?	?	1	-	68	14.8	7.8	15	0	0	
578	B+73.5	?	?	0	-	71	12.4	7.9	12.3	0	0	
579	B+87.5	?	?	1	-	76	26.1	8.2	26	0	0	
580	B+73.5	?	?	0	-	69	33.9	7.7	34	0	0	
581	B+87.5	?	?	1	-	64	20.3	7.5	20.4	0	0	
582	B+73.5	?	?	0	-	65	29.5	7.4	29.5	0	0	
583	B+86.5	?	?	1	-	74	24.3	8.3	24.3	0	0	
584	B+71.5	?	?	0	-	83	34.7	9	34.5	0	0	
585	B+86.5	?	?	1	-	70	37.3	7.9	37.3	0	0	
586	B+73.5	?	?	0	-	81	34.6	8.8	34.3	0	0	
587	B+87.5	?	?	1	-	74	24.5	8	24.4	0	0	
588	B+82.5	?	?	0	-	90	17	9.3	16.9	0	0	
589	B+87.5	?	?	1	-	64	12.3	7.5	12.4	0	0	
590	B+77.5	?	?	0	-	84	20	8.8	19.9	0	0	
591	B+85.5	?	?	1	-	62	37	7.3	37	0	0	
592	B+73.5	?	?	0	-	51	18.7	6.2	19.5	0	0	
593	B+87.5	?	?	1	-	74	13.6	8.1	13.6	0	0	
594	B+73.5	?	?	0	-	73	21.9	8.1	21.9	0	0	
595	B+87.5	?	?	1	-	62	16.5	7.3	16.6	0	0	
596	B+75.5	?	?	0	-	76	21.6	8.5	21.5	0	0	
597	B+87.5	?	?	1	-	62	37.6	7.2	37.6	0	0	
598	B+72.5	?	?	0	-	69	84.8	7.7	84.3	0	0	
599	B+86.5	?	?	1	-	64	25.3	7.4	25.3	0	0	
600	B+73.5	?	?	0	-	75	10.9	8.2	10.9	0	0	
601	B+86.5	?	?	1	-	74	40.8	8.2	40.5	0	0	
602	B+71.5	?	?	0	-	71	22.1	8	22.1	0	0	
603	B+85.5	?	?	1	-	78	22.8	8.3	22.7	0	0	
604	B+73.5	?	?	0	-	71	31.3	8	31.2	0	0	
605	B+87.5	?	?	1	-	66	18.7	7.8	18.8	0	0	
606	B+75.5	?	?	0	-	72	18.5	8	18.4	0	0	
607	B+87.5	?	?	1	-	68	41.7	7.7	41.5	0	0	
608	B+73.5	?	?	0	-	70	19.4	8	19.3	0	0	
609	B+87.5	?	?	1	-	62	17.4	7.2	17.6	0	0	
610	B+75.5	?	?	0	-	72	32.2	8.1	32.1	0	0	
611	B+87.5	?	?	1	-	72	8.7	8	8.7	0	0	
612	B+73.5	?	?	0	-	67	32.5	7.5	32.5	0	0	
613	B+86.5	?	?	1	-	70	21.6	7.9	21.6	0	0	
614	B+73.5	?	?	0	-	64	18.3	7.5	18.2	0	0	
615	B+86.5	?	?	1	-	64	12.5	7.4	12.5	0	0	
616	B+71.5	?	?	0	-	67	16.5	7.7	16.6	0	0	
617	B+87.5	?	?	1	-	60	18.1	7.1	18.1	0	0	
618	B+73.5	?	?	0	-	53	15.9	6.3	16	0	0	
619	B+86.5	?	?	1	-	64	16.2	7.5	16.3	0	0	
620	B+73.5	?	?	0	-	69	13.5	7.7	13.6	0	0	
621	B+86.5	?	?	1	-	44	35.5	5.5	37.5	0	0	
622	B+72.5	?	?	0	-	57	14	6.7	14.3	0	0	
623	B+87.5	?	?	1	-	62	16.1	7.1	16.1	0	0	
624	B+73.5	?	?	0	-	77	17.7	8.4	17.6	0	0	
625	B+87.5	?	?	1	-	72	9.4	8	9.5	0	0	
626	B+73.5	?	?	0	-	67	23.5	7.6	23.4	0	0	
627	B+86.5	?	?	1	-	68	20.6	7.7	20.7	0	0	
628	B+73.5	?	?	0	-	65	25.9	7.3	26	0	0	
629	B+87.5	?	?	1	-	64	16.5	7.3	16.4	0	0	
630	B+73.5	?	?	0	-	71	9.5	7.9	9.5	0	0	
631	B+86.5	?	?	1	-	70	15.7	8	15.7	0	0	
632	B+73.5	?	?	0	-	75	21.1	8.1	21	0	0	
633	B+87.5	?	?	1	-	64	22.9	7.5	22.9	0	0	
634	B+72.5	?	?	0	-	69	19	7.8	19	0	0	
635	B+86.5	?	?	1	-	66	13.1	7.6	13.1	0	0	
636	B+73.5	?	?	0	-	67	16.7	7.5	16.7	0	0	
637	B+86.5	?	?	1	-	68	28.4	7.7	28.4	0	0	
638	B+72.5	?	?	0	-	67	41.8	7.5	41.7	0	0	
639	B+87.5	?	?	1	-	70	21.4	7.9	21.4	0	0	
640	B+73.5	?	?	0	-	69	10.2	8	10.2	0	0	
641	B+87.5	?	?	1	-	64	42.8	7.5	42.8	0	0	
642	B+73.5	?	?	0	-	70	14.9	7.9	14.8	0	0	
643	B+87.5	?	?	1	-	62	27.5	7.2	27.6	0	0	
644	B+73.5	?	?	0	-	70	21.7	8	21.6	0	0	
645	B+87.5	?	?	1	-	66	18.4	7.6	18.4	0	0	
646	B+73.5	?	?	0	-	69	22.1	7.9	21.9	0	0	
647	B+86.5	?	?	1	-	62	36.3	7.3	36.2	0	0	
648	B+73.5	?	?	0	-	69	41.2	7.9	41.1	0	0	
649	B+87.5	?	?	1	-	70	39.7	7.9	39.5	0	0	
650	B+78.5	?	?	0	-	78	19.3	8.5	19.2	0	0	
651	B+87.5	?	?	1	-	72	19.5	8.1	19.6	0	0	
652	B+85.5	?	?	0	-	90	25.8	9.3	25.7	0	0	
653	B+86.5	?	?	1	-	62	16	7	16.1	0	0	
654	B+71.5	?	?	0	-	63	21.3	7.3	21.3	0	0	
655	B+87.5	?	?	1	-	70	16.7	7.7	16.7	0	0	
656	B+72.5	?	?	0	-	67	43.4	7.6	43.2	0	0	
657	B+86.5	?	?	1	-	74	31.4	8.2	31.3	0	0	
658	B+72.5	?	?	0	-	69	30.4	7.9	30.4	0	0	
659	B+87.5	?	?	1	-	58	35.6	6.9	35.6	0	0	
660	B+83.5	?	?	0	-	88	33	9.3	32.8	0	0	
661	B+86.5	?	?	1	-	62	25.8	7.4	25.9	0	0	
662	B+72.5	?	?	0	-	65	30.4	7.5	30.4	0	0	
663	B+87.5	?	?	1	-	58	19.6	7	19.6	0	0	
664	B+72.5	?	?	0	-	75	12.5	8.1	12.5	0	0	
665	B+87.5	?	?	1	-	58	16	6.9	16.2	0	0	
666	B+73.5	?	?	0	-	69	25.5	7.7	25.4	0	0	
667	B+86.5	?	?	1	-	62	20	7.1	20.1	0	0	
668	B+81.5	?	?	0	-	84	22	9	21.9	0	0	
669	B+87.5	?	?	1	-	74	42.6	8.2	42.4	0	0	
670	B+73.5	?	?	0	-	55	25.2	6.6	25.3	0	0	
671	B+86.5	?	?	1	-	68	18.2	7.8	18.2	0	0	
672	B+73.5	?	?	0	-	69	15	7.7	14.9	0	0	
673	B+87.5	?	?	1	-	70	27.3	7.9	27.2	0	0	
674	B+74.5	?	?	0	-	74	24.3	8.2	24.2	0	0	
675	B+86.5	?	?	1	-	72	23.9	8	23.9	0	0	
676	B+73.5	?	?	0	-	47	5.1	5.6	5.5	0	0	
677	B+86.5	?	?	1	-	56	21.6	6.8	21.7	0	0	
678	B+72.5	?	?	0	-	67	22	7.7	21.9	0	0	
679	B+87.5	?	?	1	-	48	26	6	26.4	0	0	
680	B+89.5	?	?	0	-	95	31.6	9.7	31.4	0	1	The Go program terminated unexpectedly.
681	W+6.5	?	?	1	-	0	0	0	6.9	0	1	cy-kill: The Go program terminated unexpectedly.
682	B+6.5	?	?	0	-	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
683	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
684	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
685	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
686	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
687	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
688	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
689	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
690	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
691	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
692	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
693	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
694	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
695	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
696	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
697	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
698	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
699	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
700	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
701	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
702	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
703	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
704	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
705	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
706	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
707	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
708	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
709	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
710	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
711	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
712	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
713	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
714	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
715	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
716	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
717	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
718	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
719	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
720	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
721	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
722	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
723	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
724	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
725	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
726	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
727	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
728	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
729	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
730	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
731	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
732	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
733	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
734	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
735	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
736	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
737	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
738	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
739	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
740	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
741	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
742	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
743	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
744	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
